Water_Name,Water_Body,County,Countycode,ST_Provinc,Location,ID,lat,lon,CRB,Lat_ra,Long_ra,mean_ca_mg_2009,mean_pH_2009,roe_2009,roe_f_2009,ramcharan09,state_ass09,roi_1_2009,roi_2_2009,Roe_rank_2009,roi_3_2009,Roi_rank_2009,Rank_sumAll_2009,Rank_sum_2009,Trips2008,Trips2010,Mn_trips_08_10,DayUsedays08,DayUsedays10,Mn_dayuse_08_10,Size_Acres,No_boats_2012,No_Tourns_2012,No_Tourns_2006_08,No_boats_2006_08,Dayuse_100thm,No_ramps,CaMax_ISDA2011,ISDA2011_Rank,Elevation_ft,Motors,Fishing,Marinas,Cold,Warm,Reports,USERS,MT_Stream_Name,Length_Miles,Drainage,Region,Boat,Total_Pressure,TotPressure_Error,Total_Trips,Resident_Pressure,Res_Pressure_error,Res_Trips,Nonresident_Pressure,Nonres_Presssure_Error,NonRes_Trips,State_Rank,Regional_Rank
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,Northport Public Boat Ramp,Lake Roosevelt/Roosevelt Reservoir,48.923242,-117.773608,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Lincoln,Linc,WA,Porcupine Bay Campground,Lake Roosevelt/Roosevelt Reservoir,47.897106,-118.176383,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Douglas,Doug,WA,Seven Bays Marina,Lake Roosevelt/Roosevelt Reservoir,47.96655,-118.972258,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Lincoln,Linc,WA,Seven Bays Marina,Lake Roosevelt/Roosevelt Reservoir,47.853211,-118.342503,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Lincoln,Linc,WA,Seven Bays Marina,Lake Roosevelt/Roosevelt Reservoir,47.853843,-118.3411,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,Snag Cove Campground,Lake Roosevelt/Roosevelt Reservoir,48.732392,-118.060283,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Lincoln,Linc,WA,Spring Canyon,Lake Roosevelt/Roosevelt Reservoir,47.934325,-118.938367,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Lincoln,Linc,WA,Spring Canyon,Lake Roosevelt/Roosevelt Reservoir,47.934325,-118.935311,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Douglas,Doug,WA,Ten Mile,Lake Roosevelt/Roosevelt Reservoir,47.978217,-118.972536,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,Two Rivers Marina,Lake Roosevelt/Roosevelt Reservoir,47.905542,-118.323679,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Lake Sacajawea/Ice Harbor Reservoir,Franklin,Fran,WA,Charbonneau Park,Lake Sacajawea/Ice Harbor Reservoir,46.216525,-119.136414,1,46.27578,-118.83156,57.5,8.3,High,.,Presence,High3,High,High,10,High,10,20,20,.,.,.,.,.,.,9200,.,.,.,.,.,6,.,.,443,1,1,1,0,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Lake Sacajawea/Ice Harbor Reservoir,Walla Walla,Wall,WA,Charbonneau Park,Lake Sacajawea/Ice Harbor Reservoir,46.256244,-118.847789,1,46.27578,-118.83156,57.5,8.3,High,.,Presence,High3,High,High,10,High,10,20,20,.,.,.,.,.,.,9200,.,.,.,.,.,6,.,.,443,1,1,1,0,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Lake Sacajawea/Ice Harbor Reservoir,Walla Walla,Wall,WA,Charbonneau Park,Lake Sacajawea/Ice Harbor Reservoir,46.256665,-118.846833,1,46.27578,-118.83156,57.5,8.3,High,.,Presence,High3,High,High,10,High,10,20,20,.,.,.,.,.,.,9200,.,.,.,.,.,6,.,.,443,1,1,1,0,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Lake Sacajawea/Ice Harbor Reservoir,Walla Walla,Wall,WA,Fishhook Park,Lake Sacajawea/Ice Harbor Reservoir,46.317247,-118.766901,1,46.27578,-118.83156,57.5,8.3,High,.,Presence,High3,High,High,10,High,10,20,20,.,.,.,.,.,.,9200,.,.,.,.,.,6,.,.,443,1,1,1,0,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Lake Sacajawea/Ice Harbor Reservoir,Walla Walla,Wall,WA,Fishhook Park,Lake Sacajawea/Ice Harbor Reservoir,46.318186,-118.766675,1,46.27578,-118.83156,57.5,8.3,High,.,Presence,High3,High,High,10,High,10,20,20,.,.,.,.,.,.,9200,.,.,.,.,.,6,.,.,443,1,1,1,0,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Lake Sacajawea/Ice Harbor Reservoir,Franklin,Fran,WA,Ice Harbor Lock and Dam,Lake Sacajawea/Ice Harbor Reservoir,46.252078,-118.879736,1,46.27578,-118.83156,57.5,8.3,High,.,Presence,High3,High,High,10,High,10,20,20,.,.,.,.,.,.,9200,.,.,.,.,.,6,.,.,443,1,1,1,0,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Lake Sacajawea/Ice Harbor Reservoir,Franklin,Fran,WA,Levey Park,Lake Sacajawea/Ice Harbor Reservoir,46.278467,-118.835011,1,46.27578,-118.83156,57.5,8.3,High,.,Presence,High3,High,High,10,High,10,20,20,.,.,.,.,.,.,9200,.,.,.,.,.,6,.,.,443,1,1,1,0,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Lake Sacajawea/Ice Harbor Reservoir,Franklin,Fran,WA,Matthews,Lake Sacajawea/Ice Harbor Reservoir,46.549025,-118.551944,1,46.27578,-118.83156,57.5,8.3,High,.,Presence,High3,High,High,10,High,10,20,20,.,.,.,.,.,.,9200,.,.,.,.,.,6,.,.,443,1,1,1,0,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Lake Sacajawea/Ice Harbor Reservoir,Franklin,Fran,WA,Windust Park,Lake Sacajawea/Ice Harbor Reservoir,46.533747,-118.580281,1,46.27578,-118.83156,57.5,8.3,High,.,Presence,High3,High,High,10,High,10,20,20,.,.,.,.,.,.,9200,.,.,.,.,.,6,.,.,443,1,1,1,0,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Scanewa,Lake Scanewa,Lewis,Lewi,WA,.,Lake Scanewa_Lewi_WA,46.481409,-122.095093,1,46.481409,-122.095093,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,399,.,.,.,.,.,1,.,.,829,1,1,0,1,1,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Simtustus,Lake Simtustus,Jefferson,Jeff,OR,.,Lake Simtustus_Jeff_OR,44.68456,-121.239,1,44.68456,-121.239,.,.,.,.,.,.,.,.,.,.,.,.,.,2561,7477,5019,3669,18349,11009,637,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,"Klickitat, Benton",Klic,WA,Boardman Marina Park,Lake Umatilla/John Day Reservoir,45.84255,-119.712683,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Morrow,Morr,OR,Bridgeport State Park,Lake Umatilla/John Day Reservoir,45.842639,-119.712562,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Morrow,Morr,OR,Irrigon Marina,Lake Umatilla/John Day Reservoir,45.900682,-119.492149,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Morrow,Morr,OR,Irrigon Marina,Lake Umatilla/John Day Reservoir,45.9007,-119.492117,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Benton,Bent,OR,Patterson Ferry,Lake Umatilla/John Day Reservoir,45.913783,-119.554917,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Gilliam,Gill,OR,Port of Arlington Marina,Lake Umatilla/John Day Reservoir,45.72274,-120.20638,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Umatilla,Umat,OR,Port of Umatilla,Lake Umatilla/John Day Reservoir,45.9256,-119.332417,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Morrow,Morr,OR,Quesnel Park,Lake Umatilla/John Day Reservoir,45.81152,-119.96968,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Grant,Gran,WA,Buckshot,Lake Umatilla/John Day Reservoir,46.710847,-119.95235,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Benton,Bent,WA,Crow Butte State Park,Lake Umatilla/John Day Reservoir,45.854856,-119.852269,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Benton,Bent,WA,Crow’s Butte Park,Lake Umatilla/John Day Reservoir,45.856272,-119.852957,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Benton,Bent,WA,Plymouth Park,Lake Umatilla/John Day Reservoir,45.929856,-119.3542,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Klickitat,Klic,WA,Railroad Island Boat Ramp,Lake Umatilla/John Day Reservoir,45.724578,-120.698683,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Klickitat,Klic,WA,Rock Creek Park (Klickitat Co.),Lake Umatilla/John Day Reservoir,45.719578,-120.462286,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Klickitat,Klic,WA,Roosevelt Park (Klickitat Co.),Lake Umatilla/John Day Reservoir,45.731806,-120.225336,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Klickitat,Klic,WA,Sundale Park,Lake Umatilla/John Day Reservoir,45.719575,-120.315617,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Umatilla/John Day Reservoir,Benton,Bent,WA,Umatilla Nat'l Wldlf Refge-Paterson Ramp,Lake Umatilla/John Day Reservoir,45.933747,-119.59365,1,45.84255,-119.7126833,17.8,.,Medium,.,.,.,.,High,5,High,10,15,15,.,.,.,.,.,.,48738,.,.,.,.,.,4,.,.,265,1,1,0,1,1,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Lake Walcott,"Cassia, Power",Cass,ID,Lake Walcott State Park,Lake Walcott,42.676425,-113.472448,1,42.770833,-112.880556,46.2,8.27,High,.,Presence,High3,High,Medium,10,High,10,20,20,.,.,.,.,.,.,11850,38,6,16,212,.,2,47,Critical,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Benton,Bent,WA,Columbia Park Marina,Lake Wallula/McNary Reservoir,46.238366,-119.219084,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Umatilla,Umat,OR,Hat Rock State Park,Lake Wallula/McNary Reservoir,45.917716,-119.174192,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Benton,Bent,OR,Kennewick Marina,Lake Wallula/McNary Reservoir,46.217031,-119.115961,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Benton,Bent,OR,Marina Pt. Park,Lake Wallula/McNary Reservoir,46.280059,-119.270993,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Umatilla,Umat,OR,McNary Dam,Lake Wallula/McNary Reservoir,45.92692,-119.291723,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Umatilla,Umat,OR,McNary Yacht Club,Lake Wallula/McNary Reservoir,45.920111,-119.164639,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Umatilla,Umat,OR,Hat Rock State Park,Lake Wallula/McNary Reservoir,45.917717,-119.17416,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Umatilla,Umat,OR,McNary Dam Oregon Ramp,Lake Wallula/McNary Reservoir,45.92694,-119.29176,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Umatilla,Umat,OR,McNary Dam Washington Ramp,Lake Wallula/McNary Reservoir,45.92667,-119.29235,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Umatilla,Umat,OR,Warehouse Beach,Lake Wallula/McNary Reservoir,45.92,-119.138753,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Franklin,Fran,WA,Chiawana Park,Lake Wallula/McNary Reservoir,46.248472,-119.218364,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Benton,Bent,WA,Columbia Park  (Kennewick),Lake Wallula/McNary Reservoir,46.222358,-119.139469,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Benton,Bent,WA,Columbia Park West (Richland),Lake Wallula/McNary Reservoir,46.238194,-119.220586,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Lake Wallula/McNary Reservoir,Franklin,Fran,WA,Hood Park,Lake Wallula/McNary Reservoir,46.214297,-119.020297,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Lake Wallula/McNary Reservoir,Walla Walla,Wall,WA,Hood Park Boat Basin,Lake Wallula/McNary Reservoir,46.210686,-119.019186,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Benton,Bent,WA,Howard Amon Park,Lake Wallula/McNary Reservoir,46.280689,-119.272531,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Benton,Bent,WA,Leslie Groves Park,Lake Wallula/McNary Reservoir,46.314022,-119.261419,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Walla Walla,Wall,WA,Madame Dorion Memorial Park,Lake Wallula/McNary Reservoir,46.062078,-118.904458,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Walla Walla,Wall,WA,McNary National Wildlife Refuge,Lake Wallula/McNary Reservoir,46.161525,-118.947517,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Benton,Bent,WA,Metz Marina,Lake Wallula/McNary Reservoir,46.217356,-119.113081,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Benton,Bent,WA,North McNary,Lake Wallula/McNary Reservoir,45.943744,-119.300308,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Franklin,Fran,WA,Pasco Boat Basin,Lake Wallula/McNary Reservoir,46.2193,-119.092803,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Benton,Bent,WA,Plymouth Park,Lake Wallula/McNary Reservoir,45.929659,-119.352631,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Benton,Bent,WA,Port of Kennewick Public Launching Ramp,Lake Wallula/McNary Reservoir,46.2168,-119.117247,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Franklin,Fran,WA,Richland Yacht Club,Lake Wallula/McNary Reservoir,46.264032,-119.250337,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Franklin,Fran,WA,Ringold Springs,Lake Wallula/McNary Reservoir,46.506447,-119.253819,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Wallula/McNary Reservoir,Franklin,Fran,WA,Road 54,Lake Wallula/McNary Reservoir,46.232636,-119.16475,1,46.312635,-119.258906,18.6,7.87,Medium,.,Absence,Medium3,High,High,5,High,10,15,15,.,.,.,.,.,.,14774,.,.,.,.,.,20,.,.,343,1,1,6,1,1,61,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
