Water_Name,Water_Body,County,Countycode,ST_Provinc,Location,ID,lat,lon,CRB,Lat_ra,Long_ra,mean_ca_mg_2009,mean_pH_2009,roe_2009,roe_f_2009,ramcharan09,state_ass09,roi_1_2009,roi_2_2009,Roe_rank_2009,roi_3_2009,Roi_rank_2009,Rank_sumAll_2009,Rank_sum_2009,Trips2008,Trips2010,Mn_trips_08_10,DayUsedays08,DayUsedays10,Mn_dayuse_08_10,Size_Acres,No_boats_2012,No_Tourns_2012,No_Tourns_2006_08,No_boats_2006_08,Dayuse_100thm,No_ramps,CaMax_ISDA2011,ISDA2011_Rank,Elevation_ft,Motors,Fishing,Marinas,Cold,Warm,Reports,USERS,MT_Stream_Name,Length_Miles,Drainage,Region,Boat,Total_Pressure,TotPressure_Error,Total_Trips,Resident_Pressure,Res_Pressure_error,Res_Trips,Nonresident_Pressure,Nonres_Presssure_Error,NonRes_Trips,State_Rank,Regional_Rank
Columbia River,Lake Entiat/Rocky Reach Reservoir,Chelan,Chel,WA,Orondo Park,Lake Entiat/Rocky Reach Reservoir,47.655969,-120.216481,1,47.66579,-120.219591,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8829,.,.,.,.,.,4,.,.,711,1,1,0,1,0,28,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Five,Lake Five,Flathead,Flat,MT,.,Lake Five_Flat_MT,48.46305,-114.016432,1,48.4652124,-114.0199683,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,151.8,.,.,.,.,.,.,.,.,3261,.,.,.,.,.,.,.,Lake Five,.,Flathead Lake,1,1,1379,699,15,1209,689,13,170,120,2,245,56
Lake Gillette,Lake Gillette,Stevens,Stev,WA,Gillette Campground,Lake Gillette_Stev_WA,48.613233,-117.541092,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Inez,Lake Inez,Missoula,Miss,MT,.,Lake Inez_Miss_MT,47.294406,-113.568878,1,47.2816776,-113.5668587,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,288.1,.,.,.,.,.,.,.,.,4062,.,.,.,.,.,.,.,Lake Inez,.,Blackfoot,2,1,2564,835,51,2433,825,47,131,131,4,164,30
Kootenai River,Lake Koocanusa/Koocanusa Reservoir,Lincoln,Linc,MT,.,Lake Koocanusa/Koocanusa Reservoir,48.96035,-115.151848,1,48.995556,-115.178611,33,7.74,High,flag,Presence,High3,High,High,10,High,10,20,20,.,.,.,.,.,.,28722.9,.,.,.,.,.,.,.,.,2464,.,.,.,.,.,.,.,Lake Koocanusa,.,Upper Kootenai,1,1,26898,2830,538,16240,2366,330,10658,1553,208,23,3
Boise River,Lake Lowell,Canyon,Cany,ID,Lake Lowell Visitor Center,Lake Lowell_Cany_ID,43.558211,-116.647012,1,43.5825,-116.698333,19.8,8.17,Medium,.,Presence,High3,High,High,5,High,10,15,15,.,.,.,.,.,.,6084,27,2,15,781,6,2,58,High,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Boise River,Lake Lowell,Canyon,Cany,ID,Upper Dam,Lake Lowell_Cany_ID,43.589751,-116.724017,1,43.5825,-116.698333,19.8,8.17,Medium,.,Presence,High3,High,High,5,High,10,15,15,.,.,.,.,.,.,6084,27,2,15,781,6,2,58,High,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Mary Ronan,Lake Mary Ronan,Lake,Lake,MT,.,Lake Mary Ronan_Lake_MT,47.924871,-114.385772,1,47.92816,-114.403,15.9,7.38,Medium,flag,Absence,.,High,High,5,High,10,15,15,.,.,.,.,.,.,1512.5,.,.,.,.,.,.,.,.,3704,.,.,.,.,.,.,.,Lake Mary Ronan,.,Lower Flathead,1,1,20242,2513,402,13820,2100,288,6422,1380,114,31,6
Cowlitz River,Lake Mayfield,Lewis,Lewi,WA,Lake Mayfield Resort,Lake Mayfield_Lewi_WA,46.502056,-122.56235,1,46.553616,-122.536987,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1530,.,.,.,.,.,3,.,.,428,0,1,1,1,1,31,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake McDonald,Lake McDonald,Flathead,Flat,MT,.,Lake McDonald_Flat_MT,48.528565,-113.991559,1,48.5834751,-113.9258977,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6867,.,.,.,.,.,.,.,.,3156,.,.,.,.,.,.,.,Lake McDonald,.,Middle Fork Flathead,1,1,1907,497,42,1526,467,34,381,170,8,204,41
"Lewis River, North Fork",Lake Merwin/Merwin Reservoir,"Clark, Cowlitz",Clar,WA,Merwin Ramp,Lake Merwin/Merwin Reservoir_Clar_WA,45.952067,-122.561228,1,45.981601,-122.418798,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3836,.,.,.,.,.,2,.,.,242,1,1,0,1,0,44,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"Lewis River, North Fork",Lake Merwin/Merwin Reservoir,Cowlitz,Cowl,WA,Cresap Bay Recreation Area,Lake Merwin/Merwin Reservoir_Clar_WA,45.968456,-122.387611,1,45.981601,-122.418798,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3836,.,.,.,.,.,2,.,.,242,1,1,0,1,0,44,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"Lewis River, North Fork",Lake Merwin/Merwin Reservoir,Cowlitz,Cowl,WA,Speelyai Bay Park,Lake Merwin/Merwin Reservoir_Clar_WA,45.981514,-122.420669,1,45.981601,-122.418798,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3836,.,.,.,.,.,2,.,.,242,1,1,0,1,0,44,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Oswego Creek,Lake Oswego,Clackamas,Clac,OR,.,Lake Oswego_Clac_OR,45.410806,-122.667318,1,45.408694,-122.697982,10,7.8,Very Low,flag,Absence,Low3,.,.,1,.,0,1,.,11944,1028,6486,11944,11577,11760.5,395,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Pateros/Wells Reservoir,"Douglas, Okanogan",Doug,WA,Brewster Park,Lake Pateros/Wells Reservoir,48.090967,-119.785631,1,48.051111,-119.903862,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8099,.,.,.,.,.,5,.,.,783,1,1,0,1,0,77,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Pateros/Wells Reservoir,Okanogan,Okan,WA,Northeast Pateros,Lake Pateros/Wells Reservoir,48.05375,-119.897025,1,48.051111,-119.903862,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8099,.,.,.,.,.,5,.,.,783,1,1,0,1,0,77,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Pateros/Wells Reservoir,Okanogan,Okan,WA,Starr,Lake Pateros/Wells Reservoir,47.98375,-119.888692,1,48.051111,-119.903862,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8099,.,.,.,.,.,5,.,.,783,1,1,0,1,0,77,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Pateros/Wells Reservoir,Okanogan,Okan,WA,Pateros Boat Landing,Lake Pateros/Wells Reservoir,48.051806,-119.905083,1,48.051111,-119.903862,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8099,.,.,.,.,.,5,.,.,783,1,1,0,1,0,77,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Pateros/Wells Reservoir,Okanogan,Okan,WA,Pateros Super Stop,Lake Pateros/Wells Reservoir,48.051412,-119.903924,1,48.051111,-119.903862,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8099,.,.,.,.,.,5,.,.,783,1,1,0,1,0,77,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Bottle Bay Marina,Lake Pend Oreille_Bonn_ID,48.240297,-116.448211,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Buttonhook,Lake Pend Oreille_Bonn_ID,47.949554,-116.573085,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Cedar Creek,Lake Pend Oreille_Bonn_ID,48.01719,-116.450063,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Eagle Boat Launch,Lake Pend Oreille_Bonn_ID,47.965481,-116.544734,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Floating Restaurant,Lake Pend Oreille_Bonn_ID,48.229339,-116.277061,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Garfield Bay,Lake Pend Oreille_Bonn_ID,48.187356,-116.432225,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Granite Creek,Lake Pend Oreille_Bonn_ID,48.086452,-116.427582,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Hope Boat Basin,Lake Pend Oreille_Bonn_ID,48.250724,-116.317027,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Hudson Bay Resort,Lake Pend Oreille_Bonn_ID,47.976662,-116.552762,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Island View Resort,Lake Pend Oreille_Bonn_ID,48.205766,-116.293353,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Lakeview Landing,Lake Pend Oreille_Bonn_ID,47.973229,-116.452312,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Pringle Park,Lake Pend Oreille_Bonn_ID,48.239343,-116.29635,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Red Fir Resort,Lake Pend Oreille_Bonn_ID,48.228762,-116.288367,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Sam Owen Park,Lake Pend Oreille_Bonn_ID,48.219474,-116.29346,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Sandpoint Marina,Lake Pend Oreille_Bonn_ID,48.275652,-116.542065,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Scenic Bay Marina,Lake Pend Oreille_Bonn_ID,47.980782,-116.558193,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Springy Point,Lake Pend Oreille_Bonn_ID,48.237041,-116.586393,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Sunnyside,Lake Pend Oreille_Bonn_ID,48.284348,-116.379215,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Talache,Lake Pend Oreille_Bonn_ID,48.127127,-116.480114,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Trestle Creek,Lake Pend Oreille_Bonn_ID,48.278444,-116.349176,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Pend Oreille,Lake Pend Oreille,"Bonner, Kootenai",Bonn,ID,Whiskey Rock,Lake Pend Oreille_Bonn_ID,48.053015,-116.454513,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Revelstoke,Lake Revelstoke,British Columbia,Brit,BC,Carnes Creek Campground,Lake Revelstoke_Brit_BC,51.298683,-118.279344,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Revelstoke,Lake Revelstoke,British Columbia,Brit,BC,Downie Creek Campground Boat Ramp,Lake Revelstoke_Brit_BC,51.462869,-118.464022,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Revelstoke,Lake Revelstoke,British Columbia,Brit,BC,Five Mile Boat Launch,Lake Revelstoke_Brit_BC,51.074442,-118.174406,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake Revelstoke,Lake Revelstoke,British Columbia,Brit,BC,Martha Creek Provencial Park,Lake Revelstoke_Brit_BC,51.147231,-118.200081,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lake River,Lake River,Clark,Clar,WA,City Marina - Ridgefield Boat Launch,Lake River_Clar_WA,45.816511,-122.750117,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,"Ferry, Stevens, Lincoln,",Ferr,WA,Bradbury Beach Campground,Lake Roosevelt/Roosevelt Reservoir,48.514619,-118.150286,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,China Bend,Lake Roosevelt/Roosevelt Reservoir,48.810192,-117.952225,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Grant,Gran,WA,Crescent Bay,Lake Roosevelt/Roosevelt Reservoir,47.948217,-118.988925,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,Daisy Boat Launch,Lake Roosevelt/Roosevelt Reservoir,48.375728,-118.168894,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,Daisy Boat Launch #2,Lake Roosevelt/Roosevelt Reservoir,48.36045,-118.164728,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,Evans Campground,Lake Roosevelt/Roosevelt Reservoir,48.699056,-118.021392,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,Fort Spokane Campground,Lake Roosevelt/Roosevelt Reservoir,47.909042,-118.311392,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Ferry,Ferr,WA,French Rocks,Lake Roosevelt/Roosevelt Reservoir,48.494897,-118.197233,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,Gifford Campground,Lake Roosevelt/Roosevelt Reservoir,48.288503,-118.146392,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Lincoln,Linc,WA,Hanson Harbor,Lake Roosevelt/Roosevelt Reservoir,47.920992,-118.626964,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Lincoln,Linc,WA,Hawk Creek Campground,Lake Roosevelt/Roosevelt Reservoir,47.815153,-118.330556,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Ferry,Ferr,WA,Hunters Campground,Lake Roosevelt/Roosevelt Reservoir,48.129892,-118.226392,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Lincoln,Linc,WA,Jones Bay Campground,Lake Roosevelt/Roosevelt Reservoir,47.920711,-118.583628,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Ferry,Ferr,WA,Keller Ferry Marina,Lake Roosevelt/Roosevelt Reservoir,47.92738,-118.69277,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Ferry,Ferr,WA,Keller's Ferry Marina,Lake Roosevelt/Roosevelt Reservoir,47.927661,-118.694189,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Lincoln,Linc,WA,Keller's Ferry Marina,Lake Roosevelt/Roosevelt Reservoir,47.755156,-118.704461,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,Kettle Falls Campground,Lake Roosevelt/Roosevelt Reservoir,48.600172,-118.119172,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,Kettle Falls Marina,Lake Roosevelt/Roosevelt Reservoir,48.599329,-118.12275,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,Kettle Falls Marina,Lake Roosevelt/Roosevelt Reservoir,48.598228,-118.121117,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Lincoln,Linc,WA,Lincoln Mill Boat Ramp,Lake Roosevelt/Roosevelt Reservoir,47.828492,-118.406672,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,Marcus Island Campground,Lake Roosevelt/Roosevelt Reservoir,48.666558,-118.066114,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,Napoleon Bridge,Lake Roosevelt/Roosevelt Reservoir,48.734619,-118.117231,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Lake Roosevelt/Roosevelt Reservoir,Stevens,Stev,WA,North Gorge Campground,Lake Roosevelt/Roosevelt Reservoir,48.787394,-118.003058,1,48.9188,-117.787484,20.9,7.93,Medium,.,Absence,High3,.,.,5,.,0,5,.,.,.,.,.,.,.,79000,.,.,.,.,.,24,.,.,1290,1,1,4,1,1,357,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
